Kode,Judul,Keterangan
71102,Aktivitas Keinsinyuran Dan Konsultasi Teknis Ybdi,"Kelompok ini mencakup kegiatan perancangan teknik dan konsultasi, seperti permesinan, pabrik dan proses industri; proyek yang melibatkan teknik sipil, teknik hidrolik, teknik lalu lintas; perluasan dan realisasi proyek yang berhubungan dengan teknik listrik dan elektro, teknik pertambangan, teknik kimia, mekanik, teknik industri dan teknik sistem dan teknik keamanan; proyek manajemen air; dan kegiatan manajemen proyek yang berkaitan dengan konstruksi; kegiatan perluasan proyek yang menggunakan AC, pendingin, kebersihan dan teknik pengontrolan polusi, teknik akustik dan lain-lain; kegiatan survei geofisika, geologi dan survei seismik atau gempa bumi; kegiatan survei geodetik meliputi kegiatan survei batas dan tanah, survei hidrologi, survei keadaan di bawah permukaan tanah dan kegiatan informasi spasial dan kartografi termasuk kegiatan pemetaan"
71201,Jasa Sertifikasi,"Kelompok ini mencakup kegiatan lembaga sertifikasi produk, sistem manajemen mutu, HACCP (Hazard Analysis and Critical Control Points), sistem management lingkungan, sistem manajemen keamanan pangan, ekolabel, sistem manajemen keamanan informasi, sistem manajemen keselamatan dan kesehatan kerja (SMK3), sistem sertifikasi pangan organik, sistem pengolahan hutan produksi lestari, sistem verifikasi legalitas kayu dan lain-lain. Termasuk kegiatan laboratorium dan kalibrasi yang menghasilkan sertifikat"
71202,Jasa Pengujian Laboratorium,"Kelompok ini mencakup kegiatan uji fisik, kimia, biologi, kelistrikan, mekanik dan analisis lainnya dari semua jenis material dan produk yang mencakup kegiatan pengujian di bidang kesehatan makanan, termasuk uji penyakit hewan dan kontrol yang berhubungan dengan produksi makanan; uji austik dan vibrasi (getar), uji komposisi dan kemurnian mineral dan sebagainya, uji karakteristik fisik dan kinerja material seperti kekuatan, ketebalan, daya tahan, radioaktif dan lain-lain, uji kualifikasi dan ketahanan, uji kinerja dari mesin keseluruhan seperti motor, automobil, perlengkapan elektronik, pengujian perangkat telekomunikasi, pengujian laboratorium kedokteran, dan lain-lain, analisis kegagalan, uji dan pengukuran indikator lingkungan seperti polusi udara dan air, uji dengan menggunakan model atau maket seperti pesawat terbang, kapal, bendungan dan lain-lain. Termasuk kegiatan operasional laboratorium kepolisian. Pengujian medis dimasukkan dalam kelompok 86901 sampai dengan 86903."
71203,Jasa Inspeksi Periodik,"Kelompok ini mencakup kegiatan pemeriksaan suatu desain produk, produk, jasa dan proses. Kegiatan yang tercakup dalam kegiatan ini misalnya pemeriksaan, peralatan tekan, pre-shipment, proses produksi, pemeliharaan atau perawatan, pemeriksaan periodik mengenai kemananan jalannya kendaraan bermotor. Tidak termasuk jasa inspeksi bangunan atau gedung (71100)."
71204,Jasa Inspeksi Teknik Instalasi,"Kelompok ini mencakup kegiatan pemeriksaan suatu desain instalasi dan proses instalasi, misalnya pemeriksaan instalasi tenaga listrik, dan instalasi lainnya"
71205,Jasa Kalibrasi/metrologi,"Kelompok ini mencakup kegiatan lembaga sertifikasi atau pemberi tera untuk melakukan pengecekan/pengetesan/ pemeliharaan suatu alat ukur atau alat tera, misalnya timbangan jalan, pompa meter pom bensin dan sebagainya sehingga alat tersebut diyakini valid selama masa yang ditentukan dan mencakup kegiatan lembaga kalibrasi yang melakukan jasa kalibrasi alat ukur pada instansi/industri/organisasi lain sesuai permintaan, misalnya kalibrasi pressure gauge, termometer, timbangan dan sebagainya"
71209,Analisis Dan Uji Teknis Lainnya,"Kelompok ini mencakup kegiatan jasa analisis dan uji teknis lainnya yang belum diklasifikasikan pada 71201 s.d. 71204 misalnya operasional dari keamanan dan ketertiban laboratorium, pemeriksaan peralatan radioaktif dan klasifikasi kapal. Pengujian medis dimasukkan dalam kelompok 86901 sampai dengan 86903."
72101,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta berkaitan dengan ilmu pengetahuan alam, seperti penelitian dan pengembangan matematika, fisika, biologi, kimia, astronomi, geologi, botani, zoologi, dan lainnya"
72102,Penelitian Dan Pengembangan Teknologi Dan Rekayasa,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan teknologi dan rekayasa (engineering). Kegiatan yang tercakup dalam kelompok ini seperti penelitian dan pengembangan ilmu teknik dan teknologi, serta antar cabang ilmu pengetahuan terutama ilmu pengetahuan alam dan teknik"
72103,Penelitian Dan Pengembangan Ilmu Kedokteran,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan ilmu kedokteran"
72104,Penelitian Dan Pengembangan Bioteknologi,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan bioteknologi."
72105,Penelitian Dan Pengembangan Ilmu Pertanian Dan Peternakan,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan ilmu pertanian dan peternakan."
72106,Penelitian Dan Pengembangan Ilmu Perikanan Dan Kelautan,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan ilmu perikanan dan kelautan"
72109,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam Dan Teknologi Rekayasa Lainnya,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematik), yang diselenggarakan oleh swasta, berkaitan dengan teknologi dan rekayasa (engineering) lainnya"
72201,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan ilmu sosial, seperti penelitian dan pengembangan ilmu ekonomi, sosiologi, antropologi, politik, hukum, pemerintahan, pendidikan, perdagangan, komunikasi, kebiasaan, adat istiadat, dan lainnya"
72202,Penelitian Dan Pengembangan Linguistik Dan Sastra,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan linguistik dan sastra"
72203,Penelitian Dan Pengembangan Agama,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan agama"
72204,Penelitian Dan Pengembangan Seni,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan seni."
72205,Penelitian Dan Pengembangan Psikologi,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan psikologi"
72206,Penelitian Dan Pengembangan Sejarah,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan sejarah"
72209,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial Dan Humaniora Lainnya.,"Kelompok ini mencakup usaha penelitian dan pengembangan yang dilakukan secara teratur (sistematis), yang diselenggarakan oleh swasta, berkaitan dengan ilmu pengetahuan sosial dan humaniora lainnya"
73100,Periklanan,"Kelompok ini mencakup usaha berbagai jasa periklanan (baik dengan kemampuan sendiri atau disubkontrakkan), meliputi jasa bantuan penasihat, kreatif, produksi bahan periklanan, perencanaan dan pembelian media. Kegiatan yang termasuk seperti penciptaan dan penempatan iklan di surat kabar, majalah dan tabloid, radio, televisi, internet dan media lainnya; penciptaan dan penempatan iklan lapangan, misalnya papan pengumuman, panel-panel, jenis poster dan gambar, selebaran, pamflet, edaran, brosur dan frames, iklan jendela, desain ruang pamer, iklan mobil dan bus dan lain-lain; media penggambaran, yaitu penjualan ruang dan waktu untuk berbagai macam media iklan permohonan; iklan udara (aerial advertising), distribusi atau pengiriman materi atau contoh iklan; penyediaan ruang iklan di dalam papan pengumuman atau billboard dan lain-lain; penciptaan stan serta struktur dan tempat pamer lainnya; dan memimpin kampanye pemasaran dan jasa iklan lain yang ditujukan pada penarikan dan pempertahankan pelanggan, seperti promosi produk, pemasaran titik penjualan (point of sale), iklan surat (direct mail), konsultasi pemasaran"
73201,Penelitian Pasar,"Kelompok ini mencakup usaha penelitian potensi pasar, penerimaan produk di pasar, kebiasaan dan tingkah laku konsumen, dalam kaitannya dengan promosi penjualan dan pengembangan produk baru"
73202,Jajak Pendapat Masyarakat,"Kelompok ini mencakup usaha penelitian mengenai opini masyarakat mengenai permasalahan politik, ekonomi, dan sosial"
74100,Aktivitas Perancangan Khusus,"Kelompok ini mencakup kegiatan penyediaan jasa perancangan khusus, seperti perancangan mode yang berhubungan dengan tekstil, pakaian jadi, sepatu, perhiasan, furnitur dan dekorasi interior lain serta barang mode lainnya seperti halnya barang pribadi atau rumah tangga; perancang industrial, yaitu penciptaan dan pengembangan desain dan spesifikasi yang mengoptimalkan penggunaan, nilai dan tampilan produk, termasuk penentuan bahan, konstruksi, mekanisme, bentuk, warna dan penyelesaian akhir permukaan produk, pendekatan kepada kebutuhan dan karasteristik manusia, keamanan, pengenalan pasar dan efisien dalam produksi, distribusi, penggunaan dan produksi; kegiatan perancangan grafis, kegiatan desainer interior dan kegiatan dekorator interior"
74201,Aktivitas Fotografi,"Kelompok ini mencakup kegiatan fotografi atau pemotretan, baik untuk perorangan atau kepentingan bisnis, seperti fotografi untuk paspor, sekolah, pernikahan dan lain-lain; fotografi untuk tujuan komersil, publikasi, mode, real estat atau pariwisata; fotografi dari udara (pemotretan dari udara atau aerial photography) dan perekaman video untuk acara seperti pernikahan, rapat dan lain-lain. Kegiatan lain adalah pemrosesan dan pencetakan hasil pemotretan tersebut, meliputi pencucian, pencetakan dan perbesaran dari negatif film atau cine-film yang diambil klien; laboratorium pencucian film dan pencetakan foto; photo shop (tempat cuci foto) satu jam (bukan bagian dari toko kamera); mounting slide dan penggandaan dan restoring atau pengubahan sedikit tranparasi dalam hubungannya dengan fotografi. Termasuk juga kegiatan jurnalis foto dan pembuatan mikrofilm dari dokumen. Produksi film untuk bioskop dan video dan distribusinya dimasukkan dalam golongan 591."
74202,"Aktivitas Angkutan Udara Khusus Pemotretan, Survei Dan Pemetaan","Kelompok ini mencakup kegiatan angkutan udara untuk kegiatan pemotretan, survei dan pemetaan khusus dengan pesawat udara berdasarkan maksud dan tujuan tertentu dengan tujuan kota-kota atau provinsi di dalam negeri"
74901,Aktivitas Penerjemah Atau Interpreter,"Kelompok ini mencakup kegiatan penerjemahan dari bahasa asal (source language) ke dalam bahasa tujuan (target language), termasuk didalamnya parameter kesetaraan istilah, rasa bahasa (sense of language), budaya (culture), dan lain-lain."
74902,Aktivitas Konsultasi Bisnis Dan Broker Bisnis,"Kelompok ini mencakup usaha pemberian saran dan bantuan operasional pada dunia bisnis, seperti kegiatan broker bisnis yang mengatur pembelian dan penjualan bisnis berskala kecil dan menengah, termasuk praktik profesional, kegiatan broker hak paten (pengaturan pembelian dan penjualan hak paten), kegiatan penilaian selain real estat dan asuransi (untuk barang antik, perhiasan dan lain-lain), audit rekening dan informasi tarif barang atau muatan, kegiatan pengukuran kuantitas dan kegiatan peramalan cuaca. Tidak termasuk makelar real estat"
74909,"Aktivitas Profesional, Ilmiah Dan Teknis Lainnya Ytdl","Kelompok ini mencakup kegiatan profesional, ilmiah dan teknik lainnnya yang tidak diklasifikasikan di tempat lain, seperti jasa konsultasi ilmu pertanian (agronomist), konsultasi lingkungan, konsultasi teknik lain dan kegiatan konsultan selain konsultan arsitek, teknik dan manajemen. Termasuk juga jasa pengangkatan benda berharga asal muatan kapal yang tenggelam. Kelompok ini juga mencakup kegiatan yang dilakukan oleh agen atau perwakilan atas nama perorangan yang biasa terlibatkan dalam pembuatan gambar bergerak, produksi teater atau hiburan lainnya atau atraksi olahraga dan penempatan buku, permainan (sandiwara, musik dan lain-lain), hasil seni, fotografi dan lain-lain, dengan publiser, produser dan lain-lain."
75000,Aktivitas Kesehatan Hewan,"Kelompok ini mencakup kegiatan perawatan dan pemeriksaan kesehatan hewan untuk hewan ternak dan hewan piaraan yang dilakukan oleh dokter hewan, kegiatan asisten dokter hewan atau pembantu pribadi dokter hewan lainnya, kegiatan klinik patologi dan diagnosis lain terhadap hewan, kegiatan ambulans hewan, kegiatan vaksinasi hewan dan laboratorium penelitian kesehatan hewan"
77100,"Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya","Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis alat transportasi darat tanpa operatornya seperti mobil, truk dan mobil derek. Penyewaan atau sewa guna usaha tanpa hak opsi alat transportasi darat dengan operatornya dicakup dalam golongan 492 dan 494. Sewa guna usaha dengan hak opsi (financial leasing) dicakup dalam kelompok 64910. Penyewaan sepeda dicakup dalam kelompok 77210."
77210,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Rekreasi Dan Olahraga,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rekreasi dan olahraga, seperti peralatan olahraga air, perahu kano dan perahu layar, kurdi dan payung pantai, sepeda dan peralatan olahraga lainnya. Termasuk peralatan ski dan kapal pesiar. Sewa guna usaha dengan hak opsi (financial leasing) dicakup dalam kelompok 64910."
77220,"Aktivitas Penyewaan Kaset Video, Cd, Vcd/dvd Dan Sejenisnya","Kelompok ini mencakup kegiatan penyewaan barang-barang hasil perekaman, seperti video tape, kaset video, rekaman, CD, VCD/DVD, MP3 dan sejenisnya."
77291,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Pesta,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi semua jenis barang untuk keperluan pesta, seperti tenda, kursi tamu, kursi pelamin dan dekor serta kostum, peralatan makan dan saji, peralatan musik dan perlengkapan pesta lainnya. Sewa guna usaha dengan hak opsi dicakup pada kelompok 64910"
77292,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rumah tangga dan pribadi termasuk furnitur, peralatan dapur dan alat rumah tangga dari listrik, seperti tekstil, pakaian jadi, alas kaki, perhiasan, tempat tidur, lemari, panci, kompor, pisau, mesin cuci, kulkas, dispenser, dan lain-lain. Sewa guna usaha dengan hak opsi (financial leasing) dicakup pada kelompok 64910"
77293,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Hasil Pencetakan Dan Penerbitan,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) barang-barang hasil pencetakan dan penerbitan, seperti buku, majalah, komik, kliping koran dan lain-lain. Sewa guna usaha dengan hak opsi (financial leasing) tercakup pada kelompok 64910"
77294,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Bunga Dan Tanaman Hias,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (opeartional leasing) semua jenis bunga dan tanaman hias, seperti tanaman untuk pesta, dan lain-lain. Sewa guna usaha dengan hak opsi (financial leasing) tercakup pada kelompok 64910."
77295,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Musik,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) peralatan musik, seperti gitar, drum, organ dan alat musik lainnya. Sewa guna usaha dengan hak opsi (financial leasing) tercakup pada kelompok 64910"
77299,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya Ytdl,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis barang untuk keperluan rumah tangga dan pribadi yang belum diklasifikan dalam kelompok 77291 s.d. 77295, seperti peralatan elektonik rumah tangga, televisi, radio, mesin dan perkakas rumah tangga yang biasanya merupakan peralatan hobi untuk memperbaiki peralatan rumah tangga, dan lain-lain. Termasuk kegiatan penyewaan ikan hias dengan akuarium, dapat dilengkapi dengan usaha jasa perawatan dan pembersihannya. Sewa guna usaha dengan hak opsi (financial leasing) tercakup pada kelompok 64910."
77301,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Industri,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan industri tanpa operator yang secara umum digunakan sebagai barang modal oleh perusahaan, seperti mesin pembangkit listrik, mesin tekstil, mesin pengolahan atau pengerjaan logam dan kayu, mesin percetakan dan mesin las listrik. Termasuk mesin penggerak atau uap dan turbin, perkakas mesin, alat pertambangan dan perminyakan, peralatan radio, televisi dan komunikasi profesional, alat untuk produksi gambar hidup, alat pengukur dan pemeriksa dan mesin ilmiah, komersil dan industri lainnya. Sewa guna usaha dengan hak opsi (financial leasing) mesin dan peralatan industri yang secara umum digunakan sebagai barang modal oleh perusahaan dimasukkan ke dalam kelompok 64910"
77302,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Darat Bukan Kendaraan Bermotor Roda Empat Atau Lebih,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis alat transportasi darat bukan kendaraan bermotor roda empat atau lebih (mobil, bis, truk dan sejenisnya) tanpa operatornya, seperti sepeda motor, caravan, camper, railroad vehicle dan sejenisnya. Kelompok ini juga mencakup usaha persewaan peti kemas (container). Persewaan alat transportasi darat dengan operatornya dicakup dalam subgolongan 4922, 4942 dan 4943. Sewa guna usaha dengan hak opsi (financial leasing) alat transportasi darat selain kendaraan bermotor roda empat atau lebih dicakup dalam 64910. Penyewaan alat transportasi darat kendaraan bermotor roda empat atau lebih (mobil, bis, truk dan sejenisnya) tanpa operatornya masuk dalam 77100. Penyewaan sepeda dicakup dalam 77210."
77303,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Air,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat transportasi air tanpa operatornya, seperti motor boat, perahu, kapal dan sejenisnya. Penyewaan alat transportasi air dengan operatornya dicakup dalam golongan pokok 50 pada kelompok yang bersesuaian. Sewa guna usaha dengan hak opsi (financial leasing) alat transportasi air tercakup dalam 64910. Penyewaan kapal pesiar dicakup dalam 77210"
77304,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Udara,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) alat transportasi udara tanpa operatornya, seperti pesawat terbang, balon udara dan sejenisnya. Penyewaan alat transportasi udara dengan operatornya dicakup dalam golongan pokok 51 pada kelompok yang bersesuaian. Sewa guna usaha dengan hak opsi (financial leasing) alat transportasi udara dimasukkan ke dalam 64910."
77305,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Pertanian Dan Peralatannya,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan pertanian dan kehutanan tanpa operator termasuk perlengkapannya, seperti mesin dan peralatan yang dihasilkan oleh subgolongan 2821, sebagai contoh traktor pertanian dan sejenisnya. Penyewaan mesin dan peralatan pertanian dan kehutanan dengan operatornya termasuk perlengkapannya secara berturut-turut dimasukkan dalam subgolongan 0161 dan 0240. Sewa guna usaha dengan hak opsi (financial leasing) mesin dan peralatan pertanian dan kehutanan dimasukkan ke dalam 64910."
77306,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Konstruksi Dan Teknik Sipil,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin dan peralatan konstruksi dan teknik sipil termasuk perlengkapannya tanpa operatornya, seperti lori derek (crane lorries), tangga dan panggung kerja (scaffold dan work platform) tidak termasuk pemasangan dan pemancangannya dan sejenisnya. Penyewaan mesin dan peralatan konstruksi dan teknik sipil termsuk perlengkapannya dengan operatornya dimasukkan dalam 43905. Sewa guna usaha dengan hak opsi (financial leasing) mesin dan peralatan konstruksi dan teknik sipil dimasukkan ke dalam 64910."
77307,Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Kantor Dan Peralatannya,"Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) semua jenis mesin kantor dan peralatannya tanpa operator, seperti mesin tik, mesin akuntansi, mesin dan peralatan penghitung (cash register, kalkulator elektronik dan lain-lain), mesin pengolah data, mesin fotokopi, furnitur kantor dan sejenisnya. Termasuk penyewaan komputer dan perlengkapannya tanpa operatornya. Sewa guna usaha dengan hak opsi (financial leasing) mesin kantor dan peralatannya dimasukkan ke dalam 64910."
77309,"Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mesin, Peralatan Dan Barang Berwujud Lainnya Ytdl","Kelompok ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) mesin, peralatan dan barang berwujud ytdl dalam subgolongan 7730 yang secara umum digunakan sebagai barang modal, seperti kontainer untuk tempat tinggal atau kantor, palet (alat pengangkat kontainer) dan sejenisnya. Termasuk penyewaan hewan ternak, kuda pacu dan sejenisnya. Sewa guna usaha dengan hak opsi (financial leasing) mesin, peralatan dan barang berwujud ytdl dimasukkan ke dalam 64910."
77400,"Sewa Guna Usaha Tanpa Hak Opsi Aset Non Finansial, Bukan Karya Hak Cipta","Kelompok ini mencakup usaha yang kegiatan memperbolehkan pihak lain menggunakan aset non finansial di mana pembayaran royalti atau balas jasa lisensi yang dibayar ke pemegang aset. Penggunaan aset tersebut dapat berbagai macam bentuk, seperti izin reproduksi, digunakan dalam proses atau produksi berikut, pengoperasian bisnis di bawah sistem waralaba dan lain-lain. Pemilik aset non finansial dapat sekaligus pembuatnya atau juga bukan. kegiatan yang dicakup meliputi sewa guna usaha tanpa hak opsi (operational leasing) aset non finansial yang tak berwujud (bukan karya/hak cipta seperti buku atau piranti lunak) dan penerimaan royalti atau balas jasa lisensi untuk penggunaan, seperti entitas yang dipatenkan, trade mark dan service mark, brand name, hak eksplorasi barang tambang/mineral, perjanjian franchise/waralaba dan aset non finansial yang tak berwujud lainnya"
78101,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Dalam Negeri,"Kelompok ini mencakup kegiatan pendaftaran, penyeleksian dan penempatan tenaga kerja dalam negeri di berbagai bidang usaha yang dilakukan melalui aktivitas bursa antar kerja, mekanisme antarkerja lokal dan antar kerja antardaerah oleh LPTKS (Lembaga Penempatan Tenaga Kerja Swasta). Termasuk pula penyediaan tenaga kerja eksekutif kepada pihak lain atas dasar kontrak."
78102,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Luar Negeri,"Kelompok ini mencakup kegiatan pendaftaran, penyeleksian dan penempatan tenaga kerja di luar negeri di berbagai bidang usaha melalui mekanisme antar kerja antarnegara oleh Perusahaan Penempatan Tenaga Kerja Indonesia Swasta (PPTKIS). Termasuk penyediaan tenaga kerja eksekutif kepada pihak lain atas dasar kontrak"
78200,Aktivitas Penyediaan Tenaga Kerja Waktu Tertentu,"Kelompok ini mencakup kegiatan penyediaan tenaga kerja untuk pemberi kerja pada jangka waktu tertentu dalam rangka penambahan tenaga kerja, di mana penyediaan tenaga kerja adalah pegawai tidak tetap atau sementara yang membantu suatu unit. Kegiatan yang diklasifikasikan di sini tidak menyediakan pengawas langsung untuk pekerja yang ditempatkan pada pemberi kerja. Kegiatannya seperti jasa penyediaan tenaga penjaga stand pameran."
78300,Penyediaan Sumber Daya Manusia Dan Manajemen Fungsi Sumber Daya Manusia,"Kelompok ini mencakup kegiatan penyediaan sumber daya manusia dan jasa manajemen sumber daya manusia untuk pemberi kerja. Kegiatan ini dikhususkan untuk menyelenggarakan sumber daya manusia dan tugas manajemen personil. Kegiatan ini menyajikan riwayat kerja pekerja dalam hal yang berhubungan dengan upah, pajak dan masalah keuangan dan sumber daya lainnya, tetapi tidak bertanggung jawab untuk pengarahan dan pengawasan pekerja"
79111,Aktivitas Agen Perjalanan Wisata,"Kelompok ini mencakup usaha yang kegiatannya sebagai perantara penjualan paket wisata yang dikemas oleh biro perjalanan wisata; melakukan pemesanan tiket angkutan udara, laut dan darat, baik untuk tujuan dalam negeri maupun luar negeri; melakukan pemesanan akomodasi, restoran dan tiket pertunjukan seni budaya, serta kunjungan ke obyek dan daya tarik wisata; dan melakukan pengurusan dokumen perjalanan berupa paspor dan visa atau dokumen lain yang dipersamakan."
79112,Aktivitas Agen Perjalanan Bukan Wisata,"Kelompok ini mencakup usaha yang kegiatannya melakukan pemesanan dan penjualan tiket angkutan udara, laut dan darat, baik untuk tujuan dalam negeri maupun luar negeri"
79120,Aktivitas Biro Perjalanan Wisata,"Kelompok ini mencakup usaha yang kegiatannya melakukan perencanaan dan pengemasan komponen-komponen perjalanan wisata termasuk wisata alam di kawasan hutan, yang meliputi sarana wisata, obyek dan daya tarik wisata dan jasa pariwisata lainnya terutama yang terdapat di wilayah Indonesia dalam bentuk paket wisata; melakukan penyelenggaraan dan penjualan paket wisata dengan cara menyalurkan melalui Agen Perjalanan dan atau menjualnya langsung kepada wisatawan atau konsumen; melakukan penyediaan layanan pramuwisata yang berhubungan dengan paket wisata yang dijual; melakukan penyediaan layanan angkutan wisata; melakukan pemesanan akomodasi, restoran, tempat konvensi dan tiket penjualan seni budaya serta kunjungan ke obyek dan daya tarik wisata; melakukan pengurusan dokumen perjalanan, berupa paspor dan visa atau dokumen lain yang dipersamakan, melakukan penyelenggaraan ibadah agama dan perjalanan insentif dan telah mendapatkan surat keputusan sebagai biro perjalanan wisata dari instansi yang membinanya."
79911,Jasa Informasi Pariwisata,"Kelompok ini mencakup kegiatan penyediaan informasi mengenai obyek dan daya tarik wisata, sarana pariwisata, jasa pariwisata, transportasi dan informasi lain yang diperlukan oleh wisatawan. Penyebaran informasi tentang usaha pariwisata atau informasi lain yang diperlukan wisatawan melalui media cetak, elektronik atau media komunikasi lain. Termasuk juga kegiatan pemberian informasi mengenai layanan pemesanan, akomodasi, restoran, penerbangan, angkutan darat dan angkutan laut."
79912,Jasa Informasi Wisata Alam,"Kelompok ini mencakup kegiatan penyediaan informasi mengenai obyek dan daya tarik wisata alam, seperti penyediaan data, berita, feature, foto, video, dan hasil penelitian mengenai kepariwisataan di dalam kawasan hutan. Penyebaran informasi tentang wisata alam melalui media cetak, elektronik atau media komunikasi lain"
79921,Jasa Pramuwisata,"Kelompok ini mencakup usaha jasa pramuwisata, yaitu kegiatan yang memberikan bimbingan, penerangan, dan petunjuk tentang obyek wisata serta membantu segala sesuatu yang diperlukan wisatawan. Termasuk juga dalam kelompok ini perusahaan yang menyediakan tenaga pramuwisata dan atau mengkoordinasikan tenaga pramuwisata lepas untuk memenuhi kebutuhan wisatawan secara perorangan atau kebutuhan biro perjalanan wisata"
